,kW,Rida,Gamybos_metai
8330,125,174000,202002
8331,110,224700,201703
8332,190,253532,201207
8333,110,132000,201711
8334,135,158000,201909
8335,110,140000,2018
8336,132,151500,201705
8337,110,220500,201704
8338,195,378000,201112
8339,135,99000,201505
8340,132,215000,201910
8341,120,177000,201912
8342,140,230000,201211
8343,120,233000,201307
8344,309,180000,201312
8345,165,140000,201401
8346,110,190239,201705
8347,112,72000,201906
8348,120,319000,201610
8349,190,274000,201403
8350,125,174000,202002
8351,110,224700,201703
8352,190,253532,201207
8353,110,132000,201711
8354,135,158000,201909
8355,110,140000,2018
8356,132,151500,201705
8357,110,220500,201704
8358,195,378000,201112
8359,135,99000,201505
8360,132,215000,201910
8361,120,177000,201912
8362,140,230000,201211
8363,120,233000,201307
8364,309,180000,201312
8365,165,140000,201401
8366,110,190239,201705
8367,112,72000,201906
8368,120,319000,201610
8369,190,274000,201403
8370,125,174000,202002
8371,110,224700,201703
8372,190,253532,201207
8373,110,132000,201711
8374,135,158000,201909
8375,110,140000,2018
8376,132,151500,201705
8377,110,220500,201704
8378,195,378000,201112
8379,135,99000,201505
8380,132,215000,201910
8381,120,177000,201912
8382,140,230000,201211
8383,120,233000,201307
8384,309,180000,201312
8385,165,140000,201401
8386,110,190239,201705
8387,112,72000,201906
8388,120,319000,201610
8389,190,274000,201403
8390,125,174000,202002
8391,110,224700,201703
8392,190,253532,201207
8393,110,132000,201711
8394,135,158000,201909
8395,110,140000,2018
8396,132,151500,201705
8397,110,220500,201704
8398,195,378000,201112
8399,135,99000,201505
8400,132,215000,201910
8401,120,177000,201912
8402,140,230000,201211
8403,120,233000,201307
8404,309,180000,201312
8405,165,140000,201401
8406,110,190239,201705
8407,112,72000,201906
8408,120,319000,201610
8409,190,274000,201403
8410,125,174000,202002
8411,110,224700,201703
8412,190,253532,201207
8413,110,132000,201711
8414,135,158000,201909
8415,110,140000,2018
8416,132,151500,201705
8417,110,220500,201704
8418,195,378000,201112
8419,135,99000,201505
8420,132,215000,201910
8421,120,177000,201912
8422,140,230000,201211
8423,120,233000,201307
8424,309,180000,201312
8425,165,140000,201401
8426,110,190239,201705
8427,112,72000,201906
8428,120,319000,201610
8429,190,274000,201403
8430,125,174000,202002
8431,110,224700,201703
8432,190,253532,201207
8433,110,132000,201711
8434,135,158000,201909
8435,110,140000,2018
8436,132,151500,201705
8437,110,220500,201704
8438,195,378000,201112
8439,135,99000,201505
8440,132,215000,201910
8441,120,177000,201912
8442,140,230000,201211
8443,120,233000,201307
8444,309,180000,201312
8445,165,140000,201401
8446,110,190239,201705
8447,112,72000,201906
8448,120,319000,201610
8449,190,274000,201403
8450,125,174000,202002
8451,110,224700,201703
8452,190,253532,201207
8453,110,132000,201711
8454,135,158000,201909
8455,110,140000,2018
8456,132,151500,201705
8457,110,220500,201704
8458,195,378000,201112
8459,135,99000,201505
8460,132,215000,201910
8461,120,177000,201912
8462,140,230000,201211
8463,120,233000,201307
8464,309,180000,201312
8465,165,140000,201401
8466,110,190239,201705
8467,112,72000,201906
8468,120,319000,201610
8469,190,274000,201403
8470,125,174000,202002
8471,110,224700,201703
8472,190,253532,201207
8473,110,132000,201711
8474,135,158000,201909
8475,110,140000,2018
8476,132,151500,201705
8477,110,220500,201704
8478,195,378000,201112
8479,135,99000,201505
8480,132,215000,201910
8481,120,177000,201912
8482,140,230000,201211
8483,120,233000,201307
8484,309,180000,201312
8485,165,140000,201401
8486,110,190239,201705
8487,112,72000,201906
8488,120,319000,201610
8489,190,274000,201403
8490,125,174000,202002
8491,110,224700,201703
8492,190,253532,201207
8493,110,132000,201711
8494,135,158000,201909
8495,110,140000,2018
8496,132,151500,201705
8497,110,220500,201704
8498,195,378000,201112
8499,135,99000,201505
8500,132,215000,201910
8501,120,177000,201912
8502,140,230000,201211
8503,120,233000,201307
8504,309,180000,201312
8505,165,140000,201401
8506,110,190239,201705
8507,112,72000,201906
8508,120,319000,201610
8509,190,274000,201403
8510,125,174000,202002
8511,110,224700,201703
8512,190,253532,201207
8513,110,132000,201711
8514,135,158000,201909
8515,110,140000,2018
8516,132,151500,201705
8517,110,220500,201704
8518,195,378000,201112
8519,135,99000,201505
8520,132,215000,201910
8521,120,177000,201912
8522,140,230000,201211
8523,120,233000,201307
8524,309,180000,201312
8525,165,140000,201401
8526,110,190239,201705
8527,112,72000,201906
8528,120,319000,201610
8529,190,274000,201403
8530,125,174000,202002
8531,110,224700,201703
8532,190,253532,201207
8533,110,132000,201711
8534,135,158000,201909
8535,110,140000,2018
8536,132,151500,201705
8537,110,220500,201704
8538,195,378000,201112
8539,135,99000,201505
8540,132,215000,201910
8541,120,177000,201912
8542,140,230000,201211
8543,120,233000,201307
8544,309,180000,201312
8545,165,140000,201401
8546,110,190239,201705
8547,112,72000,201906
8548,120,319000,201610
8549,190,274000,201403
8550,125,174000,202002
8551,110,224700,201703
8552,190,253532,201207
8553,110,132000,201711
8554,135,158000,201909
8555,110,140000,2018
8556,132,151500,201705
8557,110,220500,201704
8558,195,378000,201112
8559,135,99000,201505
8560,132,215000,201910
8561,120,177000,201912
8562,140,230000,201211
8563,120,233000,201307
8564,309,180000,201312
8565,165,140000,201401
8566,110,190239,201705
8567,112,72000,201906
8568,120,319000,201610
8569,190,274000,201403
8570,125,174000,202002
8571,110,224700,201703
8572,190,253532,201207
8573,110,132000,201711
8574,135,158000,201909
8575,110,140000,2018
8576,132,151500,201705
8577,110,220500,201704
8578,195,378000,201112
8579,135,99000,201505
8580,132,215000,201910
8581,120,177000,201912
8582,140,230000,201211
8583,120,233000,201307
8584,309,180000,201312
8585,165,140000,201401
8586,110,190239,201705
8587,112,72000,201906
8588,120,319000,201610
8589,190,274000,201403
8590,125,174000,202002
8591,110,224700,201703
8592,190,253532,201207
8593,110,132000,201711
8594,135,158000,201909
8595,110,140000,2018
8596,132,151500,201705
8597,110,220500,201704
8598,195,378000,201112
8599,135,99000,201505
8600,132,215000,201910
8601,120,177000,201912
8602,140,230000,201211
8603,120,233000,201307
8604,309,180000,201312
8605,165,140000,201401
8606,110,190239,201705
8607,112,72000,201906
8608,120,319000,201610
8609,190,274000,201403
8610,125,174000,202002
8611,110,224700,201703
8612,190,253532,201207
8613,110,132000,201711
8614,135,158000,201909
8615,110,140000,2018
8616,132,151500,201705
8617,110,220500,201704
8618,195,378000,201112
8619,135,99000,201505
8620,132,215000,201910
8621,120,177000,201912
8622,140,230000,201211
8623,120,233000,201307
8624,309,180000,201312
8625,165,140000,201401
8626,110,190239,201705
8627,112,72000,201906
8628,120,319000,201610
8629,190,274000,201403
8630,125,174000,202002
8631,110,224700,201703
8632,190,253532,201207
8633,110,132000,201711
8634,135,158000,201909
8635,110,140000,2018
8636,132,151500,201705
8637,110,220500,201704
8638,195,378000,201112
8639,135,99000,201505
8640,132,215000,201910
8641,120,177000,201912
8642,140,230000,201211
8643,120,233000,201307
8644,309,180000,201312
8645,165,140000,201401
8646,110,190239,201705
8647,112,72000,201906
8648,120,319000,201610
8649,190,274000,201403
8650,125,174000,202002
8651,110,224700,201703
8652,190,253532,201207
8653,110,132000,201711
8654,135,158000,201909
8655,110,140000,2018
8656,132,151500,201705
8657,110,220500,201704
8658,195,378000,201112
8659,135,99000,201505
8660,132,215000,201910
8661,120,177000,201912
8662,140,230000,201211
8663,120,233000,201307
8664,309,180000,201312
8665,165,140000,201401
8666,110,190239,201705
8667,112,72000,201906
8668,120,319000,201610
8669,190,274000,201403
8670,125,174000,202002
8671,110,224700,201703
8672,190,253532,201207
8673,110,132000,201711
8674,135,158000,201909
8675,110,140000,2018
8676,132,151500,201705
8677,110,220500,201704
8678,195,378000,201112
8679,135,99000,201505
8680,132,215000,201910
8681,120,177000,201912
8682,140,230000,201211
8683,120,233000,201307
8684,309,180000,201312
8685,165,140000,201401
8686,110,190239,201705
8687,112,72000,201906
8688,120,319000,201610
8689,190,274000,201403
8690,125,174000,202002
8691,110,224700,201703
8692,190,253532,201207
8693,110,132000,201711
8694,135,158000,201909
8695,110,140000,2018
8696,132,151500,201705
8697,110,220500,201704
8698,195,378000,201112
8699,135,99000,201505
8700,132,215000,201910
8701,120,177000,201912
8702,140,230000,201211
8703,120,233000,201307
8704,309,180000,201312
8705,165,140000,201401
8706,110,190239,201705
8707,112,72000,201906
8708,120,319000,201610
8709,190,274000,201403
8710,125,174000,202002
8711,110,224700,201703
8712,190,253532,201207
8713,110,132000,201711
8714,135,158000,201909
8715,110,140000,2018
8716,132,151500,201705
8717,110,220500,201704
8718,195,378000,201112
8719,135,99000,201505
8720,132,215000,201910
8721,120,177000,201912
8722,140,230000,201211
8723,120,233000,201307
8724,309,180000,201312
8725,165,140000,201401
8726,110,190239,201705
8727,112,72000,201906
8728,120,319000,201610
8729,190,274000,201403
8730,125,174000,202002
8731,110,224700,201703
8732,190,253532,201207
8733,110,132000,201711
8734,135,158000,201909
8735,110,140000,2018
8736,132,151500,201705
8737,110,220500,201704
8738,195,378000,201112
8739,135,99000,201505
8740,132,215000,201910
8741,120,177000,201912
8742,140,230000,201211
8743,120,233000,201307
8744,309,180000,201312
8745,165,140000,201401
8746,110,190239,201705
8747,112,72000,201906
8748,120,319000,201610
8749,190,274000,201403
8750,125,174000,202002
8751,110,224700,201703
8752,190,253532,201207
8753,110,132000,201711
8754,135,158000,201909
8755,110,140000,2018
8756,132,151500,201705
8757,110,220500,201704
8758,195,378000,201112
8759,135,99000,201505
8760,132,215000,201910
8761,120,177000,201912
8762,140,230000,201211
8763,120,233000,201307
8764,309,180000,201312
8765,165,140000,201401
8766,110,190239,201705
8767,112,72000,201906
8768,120,319000,201610
8769,190,274000,201403
8770,125,174000,202002
8771,110,224700,201703
8772,190,253532,201207
8773,110,132000,201711
8774,135,158000,201909
8775,110,140000,2018
8776,132,151500,201705
8777,110,220500,201704
8778,195,378000,201112
8779,135,99000,201505
8780,132,215000,201910
8781,120,177000,201912
8782,140,230000,201211
8783,120,233000,201307
8784,309,180000,201312
8785,165,140000,201401
8786,110,190239,201705
8787,112,72000,201906
8788,120,319000,201610
8789,190,274000,201403
8790,125,174000,202002
8791,110,224700,201703
8792,190,253532,201207
8793,110,132000,201711
8794,135,158000,201909
8795,110,140000,2018
8796,132,151500,201705
8797,110,220500,201704
8798,195,378000,201112
8799,135,99000,201505
8800,132,215000,201910
8801,120,177000,201912
8802,140,230000,201211
8803,120,233000,201307
8804,309,180000,201312
8805,165,140000,201401
8806,110,190239,201705
8807,112,72000,201906
8808,120,319000,201610
8809,190,274000,201403
8810,125,174000,202002
8811,110,224700,201703
8812,190,253532,201207
8813,110,132000,201711
8814,135,158000,201909
8815,110,140000,2018
8816,132,151500,201705
8817,110,220500,201704
8818,195,378000,201112
8819,135,99000,201505
8820,132,215000,201910
8821,120,177000,201912
8822,140,230000,201211
8823,120,233000,201307
8824,309,180000,201312
8825,165,140000,201401
8826,110,190239,201705
8827,112,72000,201906
8828,120,319000,201610
8829,190,274000,201403
8830,125,174000,202002
8831,110,224700,201703
8832,190,253532,201207
8833,110,132000,201711
8834,135,158000,201909
8835,110,140000,2018
8836,132,151500,201705
8837,110,220500,201704
8838,195,378000,201112
8839,135,99000,201505
8840,132,215000,201910
8841,120,177000,201912
8842,140,230000,201211
8843,120,233000,201307
8844,309,180000,201312
8845,165,140000,201401
8846,110,190239,201705
8847,112,72000,201906
8848,120,319000,201610
8849,190,274000,201403
8850,125,174000,202002
8851,110,224700,201703
8852,190,253532,201207
8853,110,132000,201711
8854,135,158000,201909
8855,110,140000,2018
8856,132,151500,201705
8857,110,220500,201704
8858,195,378000,201112
8859,135,99000,201505
8860,132,215000,201910
8861,120,177000,201912
8862,140,230000,201211
8863,120,233000,201307
8864,309,180000,201312
8865,165,140000,201401
8866,110,190239,201705
8867,112,72000,201906
8868,120,319000,201610
8869,190,274000,201403
8870,125,174000,202002
8871,110,224700,201703
8872,190,253532,201207
8873,110,132000,201711
8874,135,158000,201909
8875,110,140000,2018
8876,132,151500,201705
8877,110,220500,201704
8878,195,378000,201112
8879,135,99000,201505
8880,132,215000,201910
8881,120,177000,201912
8882,140,230000,201211
8883,120,233000,201307
8884,309,180000,201312
8885,165,140000,201401
8886,110,190239,201705
8887,112,72000,201906
8888,120,319000,201610
8889,190,274000,201403
8890,125,174000,202002
8891,110,224700,201703
8892,190,253532,201207
8893,110,132000,201711
8894,135,158000,201909
8895,110,140000,2018
8896,132,151500,201705
8897,110,220500,201704
8898,195,378000,201112
8899,135,99000,201505
8900,132,215000,201910
8901,120,177000,201912
8902,140,230000,201211
8903,120,233000,201307
8904,309,180000,201312
8905,165,140000,201401
8906,110,190239,201705
8907,112,72000,201906
8908,120,319000,201610
8909,190,274000,201403
8910,125,174000,202002
8911,110,224700,201703
8912,190,253532,201207
8913,110,132000,201711
8914,135,158000,201909
8915,110,140000,2018
8916,132,151500,201705
8917,110,220500,201704
8918,195,378000,201112
8919,135,99000,201505
8920,132,215000,201910
8921,120,177000,201912
8922,140,230000,201211
8923,120,233000,201307
8924,309,180000,201312
8925,165,140000,201401
8926,110,190239,201705
8927,112,72000,201906
8928,120,319000,201610
8929,190,274000,201403
8930,125,174000,202002
8931,110,224700,201703
8932,190,253532,201207
8933,110,132000,201711
8934,135,158000,201909
8935,110,140000,2018
8936,132,151500,201705
8937,110,220500,201704
8938,195,378000,201112
8939,135,99000,201505
8940,132,215000,201910
8941,120,177000,201912
8942,140,230000,201211
8943,120,233000,201307
8944,309,180000,201312
8945,165,140000,201401
8946,110,190239,201705
8947,112,72000,201906
8948,120,319000,201610
8949,190,274000,201403
8950,125,174000,202002
8951,110,224700,201703
8952,190,253532,201207
8953,110,132000,201711
8954,135,158000,201909
8955,110,140000,2018
8956,132,151500,201705
8957,110,220500,201704
8958,195,378000,201112
8959,135,99000,201505
8960,132,215000,201910
8961,120,177000,201912
8962,140,230000,201211
8963,120,233000,201307
8964,309,180000,201312
8965,165,140000,201401
8966,110,190239,201705
8967,112,72000,201906
8968,120,319000,201610
8969,190,274000,201403
8970,125,174000,202002
8971,110,224700,201703
8972,190,253532,201207
8973,110,132000,201711
8974,135,158000,201909
8975,110,140000,2018
8976,132,151500,201705
8977,110,220500,201704
8978,195,378000,201112
8979,135,99000,201505
8980,132,215000,201910
8981,120,177000,201912
8982,140,230000,201211
8983,120,233000,201307
8984,309,180000,201312
8985,165,140000,201401
8986,110,190239,201705
8987,112,72000,201906
8988,120,319000,201610
8989,190,274000,201403
8990,125,174000,202002
8991,110,224700,201703
8992,190,253532,201207
8993,110,132000,201711
8994,135,158000,201909
8995,110,140000,2018
8996,132,151500,201705
8997,110,220500,201704
8998,195,378000,201112
8999,135,99000,201505
9000,132,215000,201910
9001,120,177000,201912
9002,140,230000,201211
9003,120,233000,201307
9004,309,180000,201312
9005,165,140000,201401
9006,110,190239,201705
9007,112,72000,201906
9008,120,319000,201610
9009,190,274000,201403
9010,125,174000,202002
9011,110,224700,201703
9012,190,253532,201207
9013,110,132000,201711
9014,135,158000,201909
9015,110,140000,2018
9016,132,151500,201705
9017,110,220500,201704
9018,195,378000,201112
9019,135,99000,201505
9020,132,215000,201910
9021,120,177000,201912
9022,140,230000,201211
9023,120,233000,201307
9024,309,180000,201312
9025,165,140000,201401
9026,110,190239,201705
9027,112,72000,201906
9028,120,319000,201610
9029,190,274000,201403
9030,125,174000,202002
